GB10056-PA	gi|110758413|ref|XP_394666.3|	XP_394666	339	1	339	1	339	100.00	339	1	0.0
GB10056-PA	gi|380018284|ref|XP_003693062.1|	XP_003693062	339	1	339	1	339	95.58	339	1	0.0
GB10056-PA	gi|350396634|ref|XP_003484615.1|	XP_003484615	339	5	339	2	339	85.80	338	1	0.0
GB10056-PA	gi|340716142|ref|XP_003396560.1|	XP_003396560	339	5	339	2	339	85.50	338	1	0.0
GB10056-PA	gi|383853104|ref|XP_003702064.1|	XP_003702064	337	5	339	2	337	79.46	336	1	8e-168
GB10056-PA	gi|307202400|gb|EFN81820.1|	EFN81820	312	31	339	1	312	66.77	313	1	5e-121
GB10056-PA	gi|332021998|gb|EGI62324.1|	EGI62324	310	51	339	16	310	69.49	295	1	1e-119
GB10056-PA	gi|307181672|gb|EFN69175.1|	EFN69175	243	52	294	1	243	69.55	243	1	1e-110
GB10056-PA	gi|357608815|gb|EHJ66162.1|	EHJ66162	353	5	339	2	353	48.87	354	1	7e-97
GB10056-PA	gi|270012854|gb|EFA09302.1|	EFA09302	336	5	339	2	336	50.15	343	1	9e-89
GB10056-PA	gi|156553496|ref|XP_001600166.1|	XP_001600166	292	5	339	2	292	47.18	337	1	2e-85
GB10056-PA	gi|443429412|gb|AGC92697.1|	AGC92697	354	5	339	2	354	46.76	355	1	3e-84
GB10056-PA	gi|261335954|emb|CBH09287.1|	CBH09287	357	5	339	2	357	46.65	358	1	4e-83
GB10056-PA	gi|512887748|ref|XP_004921974.1|	XP_004921974	352	5	288	2	286	50.17	287	1	5e-81
GB10056-PA	gi|198463129|ref|XP_001352703.2|	XP_001352703	344	5	339	2	344	42.74	351	1	2e-77
GB10056-PA	gi|478250752|gb|ENN71244.1|	ENN71244	288	5	282	2	270	48.03	279	1	1e-73
GB10056-PA	gi|195428745|ref|XP_002062426.1|	XP_002062426	349	5	339	2	349	44.07	354	1	9e-71
GB10056-PA	gi|157131695|ref|XP_001662293.1|	XP_001662293	347	5	339	2	347	41.03	351	1	1e-70
GB10056-PA	gi|195127223|ref|XP_002008068.1|	XP_002008068	347	5	339	2	347	45.76	354	1	3e-70
GB10056-PA	gi|170044045|ref|XP_001849672.1|	XP_001849672	352	5	339	2	352	39.61	356	1	2e-69
GB10056-PA	gi|195020101|ref|XP_001985121.1|	XP_001985121	344	5	339	2	344	44.25	348	1	2e-68
GB10056-PA	gi|498968006|ref|XP_004526203.1|	XP_004526203	348	5	282	2	277	48.75	281	1	8e-68
GB10056-PA	gi|195376833|ref|XP_002047197.1|	XP_002047197	347	5	339	2	347	44.60	352	1	1e-67
GB10056-PA	gi|72010693|ref|XP_781111.1|	XP_781111	335	1	281	1	273	43.26	282	1	2e-67
GB10056-PA	gi|242247401|ref|NP_001156275.1|	NP_001156275	343	21	339	20	343	42.34	333	1	9e-67
GB10056-PA	gi|195492113|ref|XP_002093850.1|	XP_002093850	349	5	339	2	349	42.37	354	1	2e-66
GB10056-PA	gi|194867287|ref|XP_001972038.1|	XP_001972038	349	5	339	2	349	42.09	354	1	1e-65
GB10056-PA	gi|195337755|ref|XP_002035491.1|	XP_002035491	349	5	288	2	283	45.30	287	1	2e-65
GB10056-PA	gi|54650780|gb|AAV36969.1|	AAV36969	359	5	339	12	359	42.09	354	1	2e-65
GB10056-PA	gi|221330901|ref|NP_729108.2|	NP_729108	349	5	339	2	349	42.09	354	1	2e-65
GB10056-PA	gi|21483408|gb|AAM52679.1|	AAM52679	361	5	339	14	361	42.09	354	1	3e-65
GB10056-PA	gi|312371076|gb|EFR19340.1|	EFR19340	298	5	288	2	282	42.56	289	1	4e-65
GB10056-PA	gi|195588066|ref|XP_002083779.1|	XP_002083779	349	5	339	2	349	41.81	354	1	2e-64
GB10056-PA	gi|504151475|ref|XP_004588076.1|	XP_004588076	362	12	319	14	303	42.58	310	1	4e-63
GB10056-PA	gi|511907155|ref|XP_004773029.1|	XP_004773029	371	12	336	20	347	40.59	340	1	8e-63
GB10056-PA	gi|260801679|ref|XP_002595723.1|	XP_002595723	336	5	279	6	269	44.73	275	1	1e-62
GB10056-PA	gi|532038165|ref|XP_005372580.1|	XP_005372580	365	1	337	1	317	41.06	341	1	1e-62
GB10056-PA	gi|507938408|ref|XP_004679889.1|	XP_004679889	366	12	319	14	303	42.26	310	1	2e-62
GB10056-PA	gi|395849345|ref|XP_003797289.1|	XP_003797289	365	12	323	14	326	41.49	323	1	2e-62
GB10056-PA	gi|524878874|ref|XP_005096118.1|	XP_005096118	339	3	306	4	287	43.93	305	1	6e-62
GB10056-PA	gi|291388062|ref|XP_002710493.1|	XP_002710493	369	12	327	14	312	43.57	319	1	1e-61
GB10056-PA	gi|355697994|gb|EHH28542.1|	EHH28542	365	12	313	14	316	41.53	313	1	1e-61
GB10056-PA	gi|524925108|ref|XP_005066800.1|	XP_005066800	364	12	323	14	326	40.87	323	1	2e-61
GB10056-PA	gi|426359826|ref|XP_004047162.1|	XP_004047162	365	12	313	14	316	41.53	313	1	2e-61
GB10056-PA	gi|410987225|ref|XP_003999905.1|	XP_003999905	365	12	277	14	271	44.19	267	1	4e-61
GB10056-PA	gi|507669887|ref|XP_004649132.1|	XP_004649132	365	12	338	14	324	41.99	331	1	5e-61
GB10056-PA	gi|397522742|ref|XP_003831415.1|	XP_003831415	365	12	313	14	316	41.21	313	1	5e-61
GB10056-PA	gi|297682996|ref|XP_002819191.1|	XP_002819191	399	12	277	116	373	45.52	268	1	7e-61
GB10056-PA	gi|49022822|dbj|BAC65489.2|	BAC65489	373	12	323	22	334	40.87	323	1	8e-61
GB10056-PA	gi|227908779|ref|NP_067486.2|	NP_067486	365	12	323	14	326	40.87	323	1	8e-61
GB10056-PA	gi|478523202|ref|XP_004435804.1|	XP_004435804	365	12	277	14	271	44.98	269	1	9e-61
GB10056-PA	gi|532074409|ref|XP_005323005.1|	XP_005323005	365	3	313	5	316	40.68	322	1	1e-60
GB10056-PA	gi|472365593|ref|XP_004402349.1|	XP_004402349	379	12	313	28	330	41.21	313	1	1e-60
GB10056-PA	gi|14719402|ref|NP_055984.1|	NP_055984	365	12	313	14	316	41.21	313	1	1e-60
GB10056-PA	gi|296226606|ref|XP_002759025.1|	XP_002759025	527	12	323	176	488	41.18	323	1	1e-60
GB10056-PA	gi|301761996|ref|XP_002916418.1|	XP_002916418	365	12	313	14	316	40.89	313	1	1e-60
GB10056-PA	gi|7670442|dbj|BAA95072.1|	BAA95072	365	12	323	14	326	40.56	323	1	1e-60
GB10056-PA	gi|126321316|ref|XP_001379079.1|	XP_001379079	363	15	325	16	310	40.63	315	1	2e-60
GB10056-PA	gi|119226200|ref|NP_001073167.1|	NP_001073167	365	1	277	1	271	43.21	280	1	2e-60
GB10056-PA	gi|109086632|ref|XP_001100635.1|	XP_001100635	530	12	277	179	436	45.52	268	1	2e-60
GB10056-PA	gi|149721357|ref|XP_001494863.1|	XP_001494863	365	12	313	14	316	40.89	313	1	2e-60
GB10056-PA	gi|348588476|ref|XP_003479992.1|	XP_003479992	357	12	277	14	271	45.52	268	1	2e-60
GB10056-PA	gi|434779|dbj|BAA04948.1|	BAA04948	399	12	277	48	305	45.15	268	1	3e-60
GB10056-PA	gi|431891814|gb|ELK02348.1|	ELK02348	371	12	272	14	266	45.63	263	1	3e-60
GB10056-PA	gi|12860310|dbj|BAB31912.1|	BAB31912	365	12	323	14	326	40.56	323	1	5e-60
GB10056-PA	gi|344273133|ref|XP_003408381.1|	XP_003408381	365	1	337	1	317	40.35	342	1	5e-60
GB10056-PA	gi|471364113|ref|XP_004372607.1|	XP_004372607	365	12	313	14	316	40.58	313	1	6e-60
GB10056-PA	gi|355779729|gb|EHH64205.1|	EHH64205	359	12	313	14	310	41.67	312	1	8e-60
GB10056-PA	gi|115497948|ref|NP_001068949.1|	NP_001068949	365	12	323	14	326	39.63	323	1	1e-59
GB10056-PA	gi|12845436|dbj|BAB26750.1|	BAB26750	365	12	323	14	326	40.56	323	1	1e-59
GB10056-PA	gi|311253771|ref|XP_003125652.1|	XP_003125652	365	12	313	14	316	40.58	313	1	1e-59
GB10056-PA	gi|296480600|tpg|DAA22715.1|	DAA22715	365	12	323	14	326	39.63	323	1	1e-59
GB10056-PA	gi|512818753|ref|XP_004878921.1|	XP_004878921	365	12	277	14	271	45.15	268	1	1e-59
GB10056-PA	gi|440908356|gb|ELR58380.1|	ELR58380	365	12	323	14	326	39.94	323	1	1e-59
GB10056-PA	gi|57107921|ref|XP_544107.1|	XP_544107	365	12	272	14	266	45.25	263	1	3e-59
GB10056-PA	gi|488584946|ref|XP_004477844.1|	XP_004477844	365	17	313	19	316	41.56	308	1	3e-59
GB10056-PA	gi|470644583|ref|XP_004326595.1|	XP_004326595	365	12	251	14	250	46.69	242	1	4e-59
GB10056-PA	gi|466034379|ref|XP_004275011.1|	XP_004275011	365	12	251	14	250	46.69	242	1	4e-59
GB10056-PA	gi|507538708|ref|XP_004653370.1|	XP_004653370	367	12	277	14	271	44.24	269	1	6e-59
GB10056-PA	gi|443689971|gb|ELT92238.1|	ELT92238	341	6	326	4	312	37.89	322	1	1e-58
GB10056-PA	gi|158286807|ref|XP_308939.3|	XP_308939	346	25	339	23	346	42.47	332	1	2e-58
GB10056-PA	gi|225709304|gb|ACO10498.1|	ACO10498	354	1	281	5	284	39.02	287	1	9e-56
GB10056-PA	gi|348512152|ref|XP_003443607.1|	XP_003443607	344	1	277	1	269	45.16	279	1	1e-55
GB10056-PA	gi|498967615|ref|XP_004546707.1|	XP_004546707	344	1	277	1	269	44.80	279	1	2e-55
GB10056-PA	gi|321463110|gb|EFX74128.1|	EFX74128	356	6	244	5	244	44.03	243	1	4e-54
GB10056-PA	gi|405978850|gb|EKC43211.1|	EKC43211	324	5	281	3	259	43.21	280	1	4e-54
GB10056-PA	gi|198435348|ref|XP_002125582.1|	XP_002125582	324	16	324	16	323	38.61	316	1	7e-54
GB10056-PA	gi|432927905|ref|XP_004081085.1|	XP_004081085	338	21	325	22	308	43.00	307	1	9e-54
GB10056-PA	gi|148232006|ref|NP_001085071.1|	NP_001085071	342	25	277	25	269	43.53	255	1	1e-53
GB10056-PA	gi|164448678|ref|NP_001088404.1|	NP_001088404	344	25	277	26	270	42.91	254	1	1e-52
GB10056-PA	gi|505776368|ref|XP_004602476.1|	XP_004602476	364	1	313	1	316	39.08	325	1	1e-51
GB10056-PA	gi|225718780|gb|ACO15236.1|	ACO15236	267	1	240	5	246	40.24	246	1	1e-51
GB10056-PA	gi|242005813|ref|XP_002423755.1|	XP_002423755	335	5	288	2	255	43.16	285	1	1e-51
GB10056-PA	gi|410909081|ref|XP_003968019.1|	XP_003968019	339	22	338	23	333	41.59	327	1	1e-51
GB10056-PA	gi|225714086|gb|ACO12889.1|	ACO12889	343	1	281	6	281	39.51	286	1	6e-51
GB10056-PA	gi|345316560|ref|XP_001509960.2|	XP_001509960	474	16	272	17	267	41.54	260	1	2e-50
GB10056-PA	gi|189230132|ref|NP_001121390.1|	NP_001121390	346	16	277	17	270	45.83	264	1	2e-50
GB10056-PA	gi|340368757|ref|XP_003382917.1|	XP_003382917	337	21	320	22	324	40.26	308	1	2e-50
GB10056-PA	gi|47207991|emb|CAF91693.1|	CAF91693	334	22	277	23	270	45.91	257	1	3e-50
GB10056-PA	gi|213513147|ref|NP_001134869.1|	NP_001134869	353	21	277	22	270	46.15	260	1	3e-50
GB10056-PA	gi|426236119|ref|XP_004012022.1|	XP_004012022	349	12	313	14	300	36.74	313	1	4e-49
GB10056-PA	gi|45709905|gb|AAH67632.1|	AAH67632	345	21	277	21	269	47.49	259	1	1e-48
GB10056-PA	gi|41056045|ref|NP_956356.1|	NP_956356	346	21	277	22	270	47.10	259	1	2e-48
GB10056-PA	gi|290562752|gb|ADD38771.1|	ADD38771	262	1	240	6	244	40.41	245	1	5e-48
GB10056-PA	gi|317419902|emb|CBN81938.1|	CBN81938	353	25	277	26	270	46.67	255	1	1e-47
GB10056-PA	gi|391340812|ref|XP_003744730.1|	XP_003744730	341	7	337	5	317	35.63	334	1	6e-46
GB10056-PA	gi|156381110|ref|XP_001632109.1|	XP_001632109	244	56	283	16	235	42.79	229	1	1e-43
GB10056-PA	gi|521026065|gb|EPQ07853.1|	EPQ07853	339	1	272	1	239	38.55	275	1	8e-42
GB10056-PA	gi|470293505|ref|XP_004343908.1|	XP_004343908	307	1	300	1	291	33.33	303	1	9e-42
GB10056-PA	gi|242221362|ref|XP_002476431.1|	XP_002476431	315	7	327	3	315	33.44	326	1	4e-41
GB10056-PA	gi|393912353|gb|EJD76693.1|	EJD76693	354	23	291	11	275	39.56	273	1	1e-40
GB10056-PA	gi|353237099|emb|CCA69080.1|	CCA69080	668	21	271	14	246	39.29	252	1	2e-40
GB10056-PA	gi|441647489|ref|XP_003274825.2|	XP_003274825	448	77	277	162	354	45.54	202	1	2e-40
GB10056-PA	gi|505757196|gb|EOR01322.1|	EOR01322	306	23	288	21	280	35.56	270	1	4e-39
GB10056-PA	gi|530588950|ref|XP_005288181.1|	XP_005288181	348	21	246	22	246	41.38	232	1	1e-38
GB10056-PA	gi|470431270|ref|XP_004338382.1|	XP_004338382	316	31	307	29	291	36.52	282	1	3e-38
GB10056-PA	gi|299748190|ref|XP_001837530.2|	XP_001837530	308	7	277	3	253	35.29	272	1	3e-38
GB10056-PA	gi|403413739|emb|CCM00439.1|	CCM00439	310	25	270	19	266	37.15	253	1	9e-38
GB10056-PA	gi|341878072|gb|EGT34007.1|	EGT34007	330	21	338	4	315	35.65	331	1	3e-37
GB10056-PA	gi|388584012|gb|EIM24313.1|	EIM24313	306	23	281	21	273	36.50	263	1	3e-36
GB10056-PA	gi|308500300|ref|XP_003112335.1|	XP_003112335	369	21	295	44	313	36.46	288	1	4e-36
GB10056-PA	gi|449683816|ref|XP_002164297.2|	XP_002164297	335	51	314	54	318	41.09	275	1	8e-36
GB10056-PA	gi|256081807|ref|XP_002577159.1|	XP_002577159	268	31	252	8	228	40.00	225	1	9e-36
GB10056-PA	gi|256081805|ref|XP_002577158.1|	XP_002577158	226	31	236	8	212	41.15	209	1	2e-35
GB10056-PA	gi|403164650|ref|XP_003324729.2|	XP_003324729	349	21	286	15	288	34.28	283	1	2e-35
GB10056-PA	gi|444724065|gb|ELW64686.1|	ELW64686	327	17	313	19	278	34.74	308	1	5e-35
GB10056-PA	gi|268559672|ref|XP_002637827.1|	XP_002637827	329	21	295	4	273	35.76	288	1	6e-35
GB10056-PA	gi|530727284|gb|EQC25526.1|	EQC25526	325	20	236	17	243	36.21	232	1	7e-35
GB10056-PA	gi|339241523|ref|XP_003376687.1|	XP_003376687	471	25	323	12	274	33.89	301	1	8e-35
GB10056-PA	gi|17558012|ref|NP_506573.1|	NP_506573	333	21	318	4	291	34.73	311	1	2e-34
GB10056-PA	gi|472588228|gb|EMS25700.1|	EMS25700	338	7	249	3	255	33.98	256	1	5e-34
GB10056-PA	gi|221221524|gb|ACM09423.1|	ACM09423	307	16	277	17	224	39.02	264	1	8e-34
GB10056-PA	gi|511005017|gb|EPB86370.1|	EPB86370	313	25	253	19	246	35.54	242	1	1e-33
GB10056-PA	gi|56753555|gb|AAW24980.1|	AAW24980	216	74	252	1	176	45.00	180	1	2e-33
GB10056-PA	gi|195998666|ref|XP_002109201.1|	XP_002109201	348	2	254	11	265	39.08	261	1	2e-33
GB10056-PA	gi|66821133|ref|XP_644082.1|	XP_644082	317	34	283	30	275	35.69	255	1	3e-33
GB10056-PA	gi|409049634|gb|EKM59111.1|	EKM59111	310	25	236	19	224	38.14	215	1	3e-33
GB10056-PA	gi|392568457|gb|EIW61631.1|	EIW61631	319	1	278	1	263	35.59	281	1	4e-33
GB10056-PA	gi|521584245|gb|EPQ27982.1|	EPQ27982	370	22	249	39	287	36.11	252	1	1e-32
GB10056-PA	gi|71021335|ref|XP_760898.1|	XP_760898	341	22	288	29	303	35.15	293	1	4e-31
GB10056-PA	gi|501309512|dbj|GAC98336.1|	GAC98336	340	8	281	15	290	34.47	293	1	4e-31
GB10056-PA	gi|241948079|ref|XP_002416762.1|	XP_002416762	205	15	194	2	199	42.50	200	1	2e-30
GB10056-PA	gi|354544243|emb|CCE40966.1|	CCE40966	208	17	194	4	203	38.81	201	1	2e-30
GB10056-PA	gi|68473955|ref|XP_718874.1|	XP_718874	205	15	194	2	199	42.50	200	1	2e-30
GB10056-PA	gi|392579956|gb|EIW73083.1|	EIW73083	267	31	273	1	251	33.86	254	1	2e-30
GB10056-PA	gi|514653566|ref|XP_004998968.1|	XP_004998968	262	25	243	23	235	36.82	220	1	2e-30
GB10056-PA	gi|255730343|ref|XP_002550096.1|	XP_002550096	207	11	194	1	202	40.69	204	1	3e-30
